aon,total_mou,total_data_usage
388,4716.92,0.0
308,8672.82,0.0
671,366.48,0.0
495,6353.09,0.0
359,5667.149999999999,167.67
1461,1640.5000000000005,1401.33
273,0.0,738.44
319,1.57,8553.429999999998
669,5654.29,16.67
1102,8038.290000000001,8230.970000000001
1291,30414.319999999992,0.0
1078,1851.4499999999998,0.0
1659,2565.32,3220.79
1407,2867.4399999999996,14.2
474,10224.91,1.0
606,16029.359999999991,1873.02
1081,7419.499999999998,1716.8300000000002
1470,3998.2900000000004,0.0
878,48711.14,0.0
400,1819.1500000000003,0.0
199,15717.019999999997,0.0
224,6086.220000000002,2715.58
2599,1054.23,31400.35
492,28654.95000000001,936.3100000000001
979,10465.660000000003,0.0
1169,1211.9100000000005,0.0
387,5355.649999999999,0.0
571,3048.1999999999994,0.0
228,154.62,87.1
246,5899.960000000002,1954.07
536,17043.13,0.0
3311,11573.179999999995,0.0
198,8363.49,1056.03
462,8052.940000000002,0.0
255,165.6,1372.82
1158,2964.1400000000003,0.0
804,1563.5399999999995,0.0
695,6506.32,4.0
275,2751.69,0.0
3048,23555.40000000001,11.0
2952,9857.609999999997,4.0
1840,5545.05,0.0
352,2569.6899999999996,565.29
1203,6316.26,0.0
248,18729.07999999999,1996.42
430,0.63,3412.42
228,12448.599999999999,0.06
285,4122.42,517.79
662,1177.17,0.0
2101,5184.91,0.0
2027,6100.6500000000015,12654.55
480,12274.989999999998,0.0
3106,3005.2,4722.3
368,192.27999999999992,2662.0600000000004
1301,3115.12,0.0
2050,9211.58,7590.909999999999
1520,6540.28,0.0
1159,1339.23,0.0
1055,15874.560000000001,0.0
2868,1537.36,276.28999999999996
762,9168.480000000001,0.0
296,14414.729999999998,1358.83
619,908.4399999999998,16824.109999999997
690,7873.139999999999,0.0
274,3359.1200000000003,0.0
1802,9903.07,0.0
370,5550.2599999999975,0.0
752,4929.7699999999995,0.0
2408,3265.7799999999993,0.0
386,1199.8899999999996,2575.89
425,2755.4900000000002,0.0
476,421.36999999999995,2697.3
2807,1043.07,0.0
759,1758.7499999999998,1019.4200000000001
834,1772.27,102.28999999999999
2493,2938.700000000001,0.0
317,1733.3300000000004,0.0
603,17887.890000000003,0.0
542,1926.5000000000002,0.0
271,102.65000000000002,3650.01
321,6267.31,0.0
404,2044.3300000000002,0.0
1155,11694.180000000002,0.0
359,15479.33,3446.92
1639,6455.090000000001,0.0
3334,15269.769999999999,2080.07
431,227.35,974.7
387,7702.780000000002,0.0
936,1892.8799999999994,0.0
925,2141.69,0.0
614,7352.720000000001,0.0
843,16728.19999999999,10713.670000000002
187,11199.17,0.0
258,16531.97,0.0
305,21158.05,0.0
3458,13316.759999999997,0.0
2866,1586.7700000000002,0.0
3107,7894.09,0.0
3230,2797.2100000000014,0.0
1625,13870.68,619.9200000000001
661,1431.9700000000003,0.0
833,2974.3000000000006,2894.4900000000002
1193,2696.1100000000015,0.0
664,10490.499999999996,0.0
3376,4637.19,0.0
2372,13920.860000000004,0.0
966,3405.69,0.0
340,11463.22,46.34
435,1929.46,1591.02
338,6128.079999999999,1.0
888,4259.56,6955.400000000001
214,8094.39,0.0
382,2618.510000000001,0.0
2603,5149.73,482.18
235,13995.680000000002,0.0
644,2495.9599999999996,0.17
926,13960.649999999998,1004.9000000000001
3064,6077.629999999999,5.72
1061,10146.579999999998,0.0
2324,3420.71,570.68
1741,2584.4299999999994,0.0
574,3675.4499999999994,0.0
2385,11108.520000000002,13.0
1699,2729.29,2.0
210,10640.800000000003,0.0
1802,6177.170000000002,0.0
1441,2125.62,9493.949999999999
599,615.0199999999999,0.0
1510,983.11,502.97
1823,6771.069999999996,1367.2199999999998
574,1359.77,11451.669999999998
1072,2425.32,810.27
1696,6509.180000000002,21.43
181,6420.9400000000005,63.16
2961,5471.12,0.0
2377,1121.96,0.0
912,10815.809999999998,1.0
192,9756.720000000001,1011.33
1047,3926.669999999999,953.6700000000001
1042,2665.3,0.0
1575,18266.11000000001,9.0
1660,2455.1400000000012,5.33
2352,3467.08,0.0
2755,4796.5700000000015,4.890000000000001
3499,26519.430000000008,0.0
711,1068.6999999999996,0.0
713,3824.060000000001,0.0
369,3620.75,0.0
2048,2968.0999999999995,0.0
1070,10500.409999999998,3706.5499999999997
1747,21750.260000000002,0.0
518,34.43000000000001,7.28
640,795.3700000000001,0.0
346,12570.26,0.0
1549,4283.650000000001,1119.91
524,719.34,1.01
1674,3776.910000000001,0.0
3210,6391.710000000001,0.0
1231,10340.959999999994,1013.43
539,1144.57,0.0
598,7953.440000000001,0.0
2596,12158.750000000002,6.04
1028,660.95,0.0
1616,12499.889999999996,0.0
546,1530.01,1167.11
2418,9770.65,0.0
496,15057.710000000003,226.96
264,10047.56,0.0
601,4728.0499999999965,0.0
524,697.5799999999999,4423.650000000001
1241,5924.159999999999,0.0
2409,1361.6399999999996,46.09
3065,10293.100000000002,0.0
230,19.34,945.8
2864,17518.420000000006,1138.4499999999998
682,22112.27,0.0
441,4855.17,261.38
604,28558.059999999998,2.0
481,10956.730000000001,4352.78
494,2612.29,0.0
549,1618.86,0.0
2495,32922.259999999995,0.0
3019,6321.119999999999,0.0
1152,27862.92,0.0
951,14354.18,0.0
410,8851.879999999997,0.0
1759,1831.3600000000001,7503.06
2775,5955.59,0.0
443,2212.4,0.0
714,87.78999999999999,707.0600000000001
2791,6952.44,0.0
2469,6310.400000000001,244.48
2130,32062.099999999995,1082.56
1159,3656.039999999999,97.91
912,3659.700000000001,0.0
196,6094.750000000001,1.0
299,1014.7299999999999,0.0
357,3857.5799999999995,0.0
488,4035.0599999999995,251.58999999999997
338,1599.1699999999992,0.0
397,17530.230000000003,4770.23
679,5486.62,0.0
2508,2267.08,0.0
289,1594.0800000000004,647.87
283,11983.119999999997,0.0
2670,19636.09,0.0
2934,26162.99999999999,3799.8900000000003
249,3291.0899999999997,0.0
2014,4202.860000000001,136.7
207,7924.799999999998,0.0
2372,3553.6799999999985,0.0
3424,11917.510000000002,0.0
3075,7371.14,0.0
1284,9778.599999999999,0.0
512,950.14,0.0
528,6339.7300000000005,0.0
1335,4707.570000000002,0.0
2271,900.6100000000005,0.0
2986,7396.099999999995,0.02
447,10987.869999999999,0.0
678,23785.839999999993,0.0
1052,20.369999999999997,7853.610000000001
1404,7587.419999999997,0.0
730,2352.96,0.0
1641,24363.640000000003,0.0
230,2411.1399999999994,0.0
214,4507.780000000001,5416.92
2103,15352.02,0.0
1079,4016.1199999999985,0.0
2769,4364.240000000001,0.98
492,6313.560000000002,0.0
460,12097.759999999995,0.0
227,3099.2900000000004,1.0
515,1902.19,0.0
1213,2734.0599999999995,347.7
882,1832.7099999999996,0.0
710,6953.699999999996,0.0
335,3651.95,78.49
185,6656.5700000000015,3057.4100000000008
470,3069.159999999998,0.0
363,23819.880000000005,0.0
488,14274.500000000002,0.0
730,1367.1899999999994,0.0
2674,2902.7899999999995,0.0
447,3774.349999999999,6591.87
1265,7196.809999999999,3.0
2372,2026.96,0.0
1338,3284.9,0.0
887,10108.919999999998,8.54
484,338.14,3035.6000000000004
642,6946.769999999999,0.0
491,9658.010000000004,1.0
2873,4436.669999999999,0.0
419,0.0,2806.2999999999997
1383,9293.230000000001,0.0
1853,2425.33,0.0
1138,14874.110000000006,0.0
1208,88.8,0.0
2329,9202.61,4006.5699999999997
1430,4395.049999999999,0.0
821,5652.15,0.0
332,3150.52,2946.74
1494,3840.4900000000016,0.0
3060,3179.950000000001,0.0
1343,3090.490000000001,0.0
497,39815.02,7911.349999999999
2860,2069.4100000000003,0.0
967,3050.1600000000003,0.0
3164,6696.479999999999,0.0
905,971.18,0.0
2613,9157.69,0.0
653,297.71,6061.889999999999
2959,5135.670000000003,4407.22
282,4306.67,0.0
654,1511.55,0.0
1267,1444.7099999999998,94.66
307,4740.579999999999,0.0
305,5748.54,531.25
513,3088.81,0.0
1318,6665.390000000001,616.87
2074,5033.05,32.7
1264,646.2400000000001,0.0
1100,24090.81000000001,149.15
2093,7606.339999999999,0.0
614,157.10999999999999,483.39
565,3413.3000000000015,0.0
1695,2795.2999999999997,0.0
596,3271.25,2716.56
1144,1025.1699999999996,1119.6399999999999
505,2260.2099999999996,0.0
296,1661.5300000000009,0.0
429,7571.969999999997,2157.62
439,13274.049999999997,2239.0499999999997
228,9898.199999999999,3.0300000000000002
903,11249.509999999997,0.0
359,2649.0000000000014,64.33
858,713.58,568.4
349,2896.2599999999993,5413.08
1797,3011.3700000000017,350.68
187,2077.7300000000005,0.0
312,2071.24,0.0
2941,6550.0,0.0
450,314.37999999999994,5695.14
1098,10045.289999999997,19.91
215,5011.650000000001,0.0
468,5564.570000000001,3.5
360,5500.530000000001,0.0
2631,23174.720000000005,23.57
825,11988.090000000002,0.0
405,0.0,0.2
1655,4100.33,0.0
781,7120.350000000001,0.0
385,173.53999999999996,3023.9000000000005
560,2771.939999999999,2958.4399999999996
614,17394.980000000003,0.0
202,2162.1699999999996,5587.530000000001
392,16618.170000000002,0.0
2306,2349.55,0.0
494,20060.560000000005,0.0
471,27.269999999999996,535.9
249,4207.1,0.0
2257,16680.229999999996,232.44
232,5036.540000000001,0.0
562,1254.53,3418.43
295,3450.6800000000003,2015.8
2840,16212.999999999996,0.0
688,2669.07,6824.459999999999
489,18646.959999999995,0.0
3267,2622.4300000000007,0.0
559,4963.18,0.0
1148,4143.160000000001,0.0
1458,33518.840000000004,0.0
276,11839.489999999994,0.0
310,3696.8299999999995,0.0
747,743.77,3728.6000000000004
1434,4444.5700000000015,1531.9099999999999
875,10397.640000000001,169.12
243,2571.3999999999996,0.0
229,5459.209999999998,0.0
356,15927.219999999992,455.10999999999996
1262,7482.660000000001,0.0
1207,2453.99,0.0
2596,8675.249999999995,0.0
805,4810.02,0.0
827,10500.33,14.0
728,96.66000000000001,953.6599999999999
560,8574.810000000001,0.0
441,871.0500000000001,0.0
523,3579.5199999999995,11.72
2713,14210.400000000001,0.0
322,7440.209999999998,0.0
371,481.99,1148.8
339,6067.55,0.0
3597,10888.939999999997,0.0
884,0.0,1343.29
541,9230.200000000003,0.0
3107,6967.369999999998,0.0
202,9269.82,0.0
456,2403.1499999999996,2854.85
866,20448.619999999995,4113.0
1971,9941.350000000002,0.0
1198,2213.220000000001,0.0
516,9677.079999999998,800.6899999999999
1778,2673.79,0.0
509,1635.9099999999999,2343.66
483,16229.089999999997,0.0
1896,1465.57,175.85
624,1568.0900000000004,0.0
1332,731.5799999999999,0.0
3073,1719.7899999999997,1427.1299999999999
327,4230.350000000001,0.0
689,2183.240000000001,0.0
813,3529.9600000000005,5249.2699999999995
498,6798.119999999999,1.0
571,2852.7799999999997,0.0
884,942.2000000000003,0.0
1867,2096.520000000001,18.03
335,2951.0500000000006,0.0
440,8572.849999999999,0.0
475,6526.279999999996,2.0
1690,5239.03,1330.34
1091,17660.64999999999,6757.06
1985,4366.170000000001,263.56
271,525.74,6285.72
3651,6784.66,124.8
2889,21121.63,65.81
3096,5486.28,5117.62
943,3851.280000000001,0.0
2525,16377.0,87.04
624,1172.9099999999999,0.0
488,8165.3600000000015,0.0
2348,7765.94,0.0
630,296.75,1893.76
1945,966.2999999999998,0.0
1565,202.29000000000002,467.03999999999996
3651,7321.45,0.0
2952,10924.289999999999,0.0
366,966.8200000000002,1282.82
629,7686.619999999999,0.0
1119,7868.3,5.67
183,27217.740000000005,6352.14
842,47058.24,13933.400000000001
1019,4856.830000000001,0.0
1561,6980.82,0.0
697,296.37999999999994,1472.6699999999998
508,950.6100000000001,23.69
615,7668.499999999999,6.01
2670,5151.900000000001,0.0
2375,3728.0100000000007,0.0
1757,983.5,0.0
1682,8809.129999999996,0.0
1668,1025.11,2146.84
281,4258.370000000002,0.0
3644,15713.720000000001,1.0
388,18152.489999999998,2083.62
1607,6425.569999999999,0.0
316,22780.710000000006,8824.59
1139,9800.999999999996,328.13
735,2709.7599999999998,72.07
2113,10621.629999999997,0.0
353,11376.59,2782.53
614,5671.18,0.0
494,2299.5399999999995,443.19000000000005
584,2519.86,0.0
3142,4344.610000000001,0.0
881,2011.6099999999997,0.0
2360,6659.139999999999,0.0
493,22305.990000000005,0.0
683,2019.7700000000007,6.13
1695,26934.519999999997,4046.4700000000003
3023,10244.080000000002,3127.7299999999996
1103,12229.939999999997,0.0
487,6407.499999999999,0.0
312,4103.280000000002,148.09
2285,6619.519999999999,0.0
941,862.9799999999999,274.16
2372,10438.229999999996,0.0
3090,5483.360000000002,0.0
537,7093.789999999999,0.0
628,2509.120000000001,0.0
451,158.96000000000004,6535.62
1880,84.19,49.01
234,6372.230000000003,2092.79
2599,12316.46,594.02
1455,1691.8199999999997,0.0
363,2960.48,1158.55
575,6665.0199999999995,8030.27
1306,1.8900000000000001,244.88
575,3505.0199999999995,4048.7200000000003
624,9264.76,0.0
674,2031.6699999999998,0.0
283,25.230000000000004,398.88
1103,1243.24,0.0
838,12064.38,0.0
2017,18894.42,4.0
217,4057.710000000001,5728.6900000000005
476,1565.6000000000001,0.0
2144,3646.0700000000006,0.0
988,2852.480000000001,0.0
3016,5869.5,0.0
1116,22954.910000000003,2368.7300000000005
639,29095.410000000014,0.0
486,16785.999999999996,3.0
2253,6296.969999999999,0.0
638,6251.389999999999,0.0
1330,6024.079999999999,0.0
930,3315.4300000000003,18.39
943,2818.8100000000004,0.0
538,3263.6400000000012,4.0
952,7603.469999999998,0.0
2372,34887.98000000001,4480.69
733,5206.910000000002,146.1
1216,3173.0800000000004,0.0
298,18332.250000000007,0.0
187,4418.519999999999,0.0
473,4293.75,0.0
3507,18459.300000000003,0.0
1310,4093.2499999999986,0.0
805,16061.97999999999,1.0
337,13797.620000000004,1048.3400000000001
3651,24459.420000000006,4261.25
2297,9515.39,6.0
3651,1748.06,0.0
372,15599.619999999997,1803.56
1772,1168.11,0.0
639,12032.310000000001,0.0
277,114.79,1398.6000000000001
390,1755.4400000000003,1919.0600000000004
2250,28617.4,2320.59
1198,16667.38,0.0
636,4603.450000000001,68.46
302,394.46,8707.61
374,4834.860000000001,0.0
653,8892.389999999998,0.0
2033,9612.509999999993,680.8699999999999
480,3146.4600000000005,0.0
978,3805.979999999999,1.28
967,9441.680000000002,12075.93
272,5038.949999999997,0.0
526,25749.30000000001,0.0
1375,4661.47,41.01
2695,10272.31,4592.77
448,215.04,3200.0
1088,8828.41,1408.4199999999998
1190,2898.8100000000004,0.0
196,10846.489999999998,1368.5
1068,3525.44,0.0
380,52.519999999999996,14186.24
207,131.66000000000003,1212.75
1308,406.73,7007.9
205,478.7500000000001,3990.19
1407,3316.8900000000003,2758.8
978,1055.5399999999997,0.0
1173,1783.4400000000005,0.0
2939,24154.339999999993,2834.7799999999997
3097,1621.72,0.0
487,16645.17,2.04
2400,6026.09,0.0
569,2129.26,0.0
763,17049.830000000005,168.82
455,4435.819999999998,6.0
1263,2142.0899999999992,0.0
766,696.8299999999999,0.0
1241,5931.400000000001,5635.8
612,1828.33,0.0
827,13922.94,626.7599999999999
446,3866.350000000001,2870.3799999999997
2372,19508.199999999997,1220.45
1684,2433.4399999999996,0.0
289,0.0,0.0
767,8452.9,0.0
397,4060.3900000000003,0.0
1352,14719.79,4.73
2594,6904.649999999998,0.0
1405,1518.1599999999999,0.0
1089,13002.730000000001,0.0
738,16393.48,6.0
480,11939.390000000005,4.0
669,1679.54,0.0
279,6690.339999999999,4.0
563,2565.4500000000007,0.0
1541,5562.340000000001,3967.3400000000006
413,1571.2600000000004,0.0
3028,17055.749999999993,255.4
3431,9556.03,2.0
640,741.55,1488.45
1059,1236.2299999999998,0.0
1285,6086.940000000001,0.0
1090,1384.48,0.0
1046,2973.6699999999987,1945.36
427,4492.320000000001,3032.69
438,2097.5700000000006,0.0
758,2884.78,0.0
373,15803.459999999995,0.0
2971,4772.05,0.13
495,1649.0300000000004,0.0
3086,34205.14,4476.749999999999
2756,2800.9900000000002,0.0
201,15027.179999999997,3869.5499999999997
536,6138.799999999999,0.0
2506,15745.010000000004,0.0
1540,3395.3199999999997,7274.7
308,4058.6,1255.0900000000001
457,3423.1800000000003,0.0
478,45483.590000000004,1.0
870,5399.77,0.0
2927,1983.0800000000006,0.0
271,8023.52,977.71
2103,1515.95,0.0
1053,21730.570000000007,3118.9400000000005
245,852.09,0.0
1218,7454.710000000001,50.6
370,7909.590000000001,2503.06
336,41943.25,1113.34
270,4031.8300000000013,14.24
2535,13701.000000000004,0.0
2362,3787.2799999999997,2356.31
1309,8718.019999999995,0.0
1361,6451.75,0.0
2129,6547.1100000000015,0.0
258,15144.290000000003,0.0
213,7022.619999999998,1.0
2905,5409.960000000001,0.0
672,7781.279999999997,0.0
352,4218.55,1249.3799999999999
1873,10124.759999999998,3673.85
2406,4082.0000000000023,0.0
377,2377.9999999999995,387.5
902,10241.8,0.0
204,3497.500000000001,0.0
1851,3172.290000000001,0.0
270,2615.3700000000017,0.0
1044,3925.0099999999998,0.0
1091,1800.65,0.0
713,1926.4800000000002,1634.9599999999998
1166,13391.579999999998,7268.3
551,8830.949999999999,0.0
3164,17330.620000000003,0.0
210,3558.85,1030.5
3651,6677.870000000003,0.0
1105,1067.7599999999998,0.0
1056,9090.460000000001,0.0
1516,35769.82,1265.95
1720,3441.3399999999992,0.0
251,12806.300000000001,0.0
3226,12364.399999999998,3415.83
1908,39631.51999999999,16028.04
1303,3732.749999999999,21.39
503,8974.640000000003,704.7599999999999
998,6008.349999999998,3.0
2201,14528.32,1988.17
345,2975.48,237.3
2133,849.88,0.08
2378,10081.209999999994,0.0
958,3774.5499999999993,8.49
1361,4110.06,157.64000000000001
1409,15144.65,2050.92
214,3797.3900000000003,0.0
1131,5789.839999999998,5404.73
631,2641.8,0.0
247,4722.550000000002,0.0
189,2697.72,0.0
960,4597.66,0.0
230,1602.6800000000003,1969.1299999999999
834,7311.209999999998,0.0
2436,2217.8400000000006,0.0
2365,3695.6500000000015,0.0
493,5334.979999999999,0.0
683,4990.51,5373.040000000001
278,1164.2800000000002,0.0
387,4208.3,0.0
1324,2243.9300000000003,0.0
1323,2667.7999999999997,0.0
723,12099.009999999998,4963.509999999999
690,14192.100000000004,1731.9299999999998
387,2435.8599999999997,2943.09
1057,2987.6199999999994,0.0
749,14113.779999999999,0.0
2989,1069.69,0.0
3232,12344.449999999995,0.0
2747,1657.3200000000002,0.0
497,3935.4500000000003,0.0
390,4653.729999999999,60.23
1369,16917.890000000003,0.0
1465,4986.579999999998,1379.3600000000001
984,2455.480000000001,0.0
3227,4158.1100000000015,0.0
518,2573.420000000001,3.14
1802,9472.880000000001,1045.45
687,8668.689999999993,0.0
673,14473.49,0.0
476,4802.919999999999,0.0
517,3447.46,0.0
2840,10207.500000000002,4321.830000000001
401,1563.05,0.0
611,13730.489999999998,0.0
2267,8697.349999999999,0.0
2845,4189.6799999999985,4347.82
2287,1533.78,0.0
185,7799.999999999999,0.0
3113,1866.8099999999997,0.0
2139,9200.409999999998,1253.2
1027,2428.3999999999987,0.0
481,11888.139999999998,0.0
2281,1964.78,0.0
1134,1415.8300000000004,78.28
3226,5732.959999999999,0.0
1907,3853.1400000000003,0.0
955,8673.279999999997,2.0
385,2682.45,0.0
1109,4219.450000000002,6.07
282,11451.200000000003,346.49
600,2458.230000000001,0.0
2367,779.6400000000001,0.0
991,7947.459999999999,2480.55
189,9707.639999999998,5665.82
970,2722.3699999999994,0.0
430,10494.949999999999,0.0
538,30954.100000000017,0.0
2348,13817.910000000002,0.0
3348,5214.57,0.0
1189,38268.280000000006,6592.16
3246,4641.81,0.0
383,7872.380000000001,0.0
918,4921.060000000001,0.0
494,4411.200000000001,6509.74
873,8315.2,0.0
495,5168.039999999999,0.0
1404,10666.069999999992,0.0
559,1924.4100000000003,0.0
2377,2022.3200000000002,0.0
404,5749.4299999999985,467.11000000000007
604,9268.710000000001,0.0
841,3453.419999999999,0.0
845,2922.07,0.0
3447,6536.269999999998,4065.04
555,6406.62,0.0
210,6675.589999999998,1005.53
433,16145.909999999993,0.0
1045,16974.739999999998,3.0
2513,12517.099999999999,0.0
3044,13924.189999999997,0.0
907,10514.64,493.08
489,4039.8399999999997,0.0
353,10946.249999999996,0.0
287,5976.969999999998,0.0
753,5304.22,0.0
509,5664.009999999999,0.0
598,947.1099999999997,4379.37
289,2079.7100000000005,847.73
964,8208.13,0.0
315,7189.919999999999,0.0
2127,14461.080000000002,0.0
1174,3697.0,0.0
1085,4006.420000000001,0.0
360,2357.5299999999997,0.0
2230,10406.920000000002,0.0
1927,842.1899999999998,353.45
885,2987.17,0.0
3106,1996.76,0.0
496,6114.84,0.0
1215,498.79000000000013,0.0
471,1608.5400000000009,0.0
1592,7780.079999999998,2143.13
254,20506.45,2925.82
1929,1946.71,0.0
2327,3554.03,193.09
2718,14767.499999999996,3852.6400000000003
3651,4321.72,338.48
486,631.49,242.4
2644,4167.289999999999,1243.1499999999999
917,12965.510000000006,3.0
2831,0.0,0.0
365,2246.1800000000003,1378.7899999999997
3651,8558.689999999997,0.0
229,886.1099999999997,0.0
1554,3636.0700000000006,2.15
231,23483.439999999988,296.86
904,1231.4899999999998,2615.64
3093,2711.2800000000007,2087.96
1460,14929.839999999998,0.0
192,2118.7599999999998,2371.75
979,9348.319999999996,1.09
326,4200.9800000000005,0.0
3108,933.4499999999998,0.15
1028,4419.540000000002,3675.2300000000005
1003,696.7699999999999,3144.2400000000002
472,5517.030000000001,2494.8700000000003
3651,7881.100000000001,0.0
2638,19360.15999999999,0.34
1192,5021.509999999999,0.0
703,1360.59,22.770000000000003
1007,18405.719999999998,0.0
3199,2494.439999999999,6.4
3941,10420.500000000002,0.0
1167,6257.5,1.98
886,2685.0000000000005,0.0
2720,6433.930000000001,2282.42
251,3281.180000000001,1.0
1132,873.8099999999996,232.88000000000002
276,362.92,589.92
1003,28965.600000000006,0.0
2536,3121.5400000000004,0.0
2499,1084.43,0.0
642,4713.93,0.0
1178,10076.630000000003,0.0
956,14922.449999999999,0.0
765,19078.25999999999,86.96
2223,3127.9400000000005,124.92
328,35394.65999999999,0.0
2938,11895.1,0.0
485,2210.66,1877.7399999999998
950,2151.19,2095.9700000000003
1297,2549.1699999999996,0.0
769,537.85,361.7
295,1011.55,0.0
1548,2428.31,0.0
735,1205.2699999999998,955.85
2068,3407.1900000000014,0.0
1390,2252.68,0.0
2470,5862.119999999998,0.0
621,2499.15,0.0
712,11379.929999999998,0.0
1842,1864.1200000000006,0.0
356,2268.4100000000008,0.0
1303,3554.0899999999992,408.56
488,6544.5,42.86
559,616.0899999999998,0.0
195,23371.039999999994,0.0
362,1043.9500000000003,1955.3899999999999
905,526.39,3020.25
728,55051.00000000001,16.6
319,1489.3999999999996,1788.0900000000001
212,19357.149999999994,2812.0800000000004
634,1719.25,0.0
533,1968.1200000000001,59.84
1084,3097.4100000000003,0.0
2600,1341.1499999999999,0.0
1939,3832.33,418.54999999999995
963,10561.679999999998,0.0
317,6965.529999999998,5.0
280,392.94000000000005,369.34
1677,9239.59,0.0
3219,4275.190000000001,250.70000000000002
1361,3321.0200000000004,0.0
495,3845.5200000000004,0.0
458,6605.370000000003,0.0
1147,12362.720000000003,0.0
1287,10348.870000000003,26.3
623,650.83,2045.6200000000001
189,9456.27,0.0
3035,7404.200000000001,0.0
2963,6708.38,0.0
824,8002.099999999998,0.0
950,1621.93,979.87
1338,25798.719999999998,0.0
355,0.0,1557.79
1151,9662.51,0.0
375,6897.78,69.06
259,1996.6000000000006,42.78
542,3398.7899999999995,0.0
1149,27140.099999999995,4.0
3098,15247.619999999995,1022.31
1073,14211.939999999993,1519.88
488,282.19,270.59
1270,5129.169999999999,6319.98
3044,6065.440000000001,0.0
388,2399.039999999999,0.0
363,12976.910000000005,0.0
2770,3852.09,0.0
818,13807.289999999999,78.13
579,21696.310000000005,1216.4299999999998
2352,3692.2300000000014,1393.92
2356,2134.94,0.0
1148,34967.470000000016,0.0
2910,1887.31,64.89
899,3515.73,0.0
416,191.83999999999997,0.0
2343,320.11,17.95
1712,842.69,335.08
2878,4657.7300000000005,0.0
2503,5846.26,0.0
310,6859.3499999999985,0.0
1930,35263.380000000005,14173.0
206,6252.7699999999995,0.0
3106,3816.48,0.0
2978,3479.8300000000004,0.0
824,5545.729999999998,0.0
3083,5341.829999999998,0.0
1224,9672.220000000001,0.0
750,1125.63,0.0
323,1546.63,0.0
2039,7886.509999999998,0.0
1359,7311.13,8240.8
468,4394.960000000001,0.0
538,1487.1899999999998,0.0
314,4340.359999999999,0.0
292,6600.910000000002,1.0
1012,9467.659999999996,0.0
1064,15800.399999999996,275.84
834,6019.88,636.8299999999999
188,6662.629999999999,0.0
198,1586.6699999999998,556.0899999999999
218,1927.9900000000005,0.0
1909,5103.879999999999,0.0
484,1061.48,0.0
332,2121.9400000000005,3280.96
1789,16212.369999999997,0.0
1124,14859.96,3530.49
1498,51276.609999999986,0.0
959,18271.930000000004,0.0
200,7575.440000000002,0.0
1273,5117.259999999999,2933.33
446,5127.77,0.0
639,3977.200000000001,0.0
1287,18262.71000000001,218.67999999999998
399,6503.5,0.0
723,4610.349999999998,3900.1600000000003
187,54.910000000000004,4934.26
2458,5855.67,0.0
1964,5917.32,4149.63
501,9312.219999999996,111.07
1748,2783.0400000000004,0.0
354,938.7699999999998,48.129999999999995
436,11040.29,0.0
252,12660.26,0.0
1133,5964.009999999999,25.07
2267,7532.030000000002,0.0
892,2181.11,161.41
3651,3163.62,0.0
1423,4249.9800000000005,0.4
2076,6005.72,0.0
1427,13963.820000000002,6.0
519,24465.850000000002,0.63
2954,13926.03,0.0
1130,13241.320000000003,0.0
809,5063.66,0.0
327,567.3700000000002,0.0
1280,2871.56,0.0
241,3163.9799999999987,0.0
315,1048.11,0.0
2372,1676.9,0.0
841,14166.179999999997,10.0
303,6103.540000000003,13.329999999999998
628,3212.59,0.0
551,2028.8400000000006,0.0
1127,5770.59,0.0
994,21328.23999999999,4.1899999999999995
883,7061.189999999999,0.0
3107,4323.209999999999,0.0
1070,2295.2100000000005,6857.280000000001
939,6106.99,925.67
439,3321.4900000000007,0.0
919,2930.85,0.0
803,10944.259999999993,0.0
1296,3839.34,177.96999999999997
466,5695.829999999999,0.0
1560,6986.329999999999,0.0
1498,9821.859999999997,0.0
446,1210.5400000000002,0.0
2407,7002.399999999999,2.57
488,24091.030000000006,0.0
3651,6522.52,1210.64
1652,14393.900000000001,0.0
825,5710.27,2012.21
494,19688.12,2.0
1862,3527.07,2333.82
1678,5661.93,0.0
1383,5299.440000000001,0.0
2718,5694.0999999999985,0.0
222,217.37999999999997,618.33
986,19432.240000000005,5797.8099999999995
515,5337.01,1022.18
1449,12521.590000000006,7250.509999999999
2936,2110.7400000000002,0.0
1068,10076.300000000001,414.61
2494,8352.780000000002,0.0
571,7160.98,4.0
3617,15913.529999999997,607.61
696,2004.3599999999997,0.0
233,12285.050000000005,1107.5900000000001
222,2072.3200000000006,0.0
227,8679.13,290.16
642,21485.139999999992,102.44
2468,24364.690000000006,5.0
703,18673.59,0.0
227,5490.750000000001,0.0
2697,3571.000000000001,4043.78
2926,5032.8899999999985,2364.06
464,7410.59,2441.0600000000004
181,157.44000000000003,1692.4
220,2758.1000000000013,0.0
370,9207.499999999998,162.59
301,16480.6,0.0
2863,1072.5600000000002,2436.42
333,32.53,417.58
371,10802.68,0.0
3117,2462.73,1439.58
2188,10707.749999999998,4507.1900000000005
2247,15500.680000000002,0.0
1713,1595.23,6.88
2599,2927.7100000000005,1876.22
468,6946.770000000003,2757.2700000000004
1514,9160.830000000004,0.0
290,5569.9,0.0
1024,3272.04,0.0
506,3721.35,1634.78
2905,3434.7900000000004,3959.459999999999
482,27.84,1731.93
2364,9153.820000000003,1478.9199999999998
694,4550.91,2261.5699999999997
2591,3886.37,0.0
2799,6936.959999999997,0.0
2617,233.01999999999998,13273.48
1314,40558.26000000001,0.0
