aon,total_mou,total_data_usage,segment,churn
1200,451.96,735.29,1,0
810,4208.7300000000005,0.0,1,0
336,2733.4,1902.98,1,0
1098,4614.969999999999,0.0,1,0
372,5236.749999999996,0.0,1,0
417,10934.639999999996,0.0,1,0
3384,12080.69,2926.9,2,0
195,1502.25,0.0,1,0
2241,5544.040000000001,0.0,2,0
2936,8994.289999999999,79.37,2,0
564,290.13000000000005,0.0,1,0
1460,5124.73,0.0,1,0
634,21173.06,7583.0700000000015,3,0
408,1969.44,0.0,1,0
1120,494.5300000000001,0.0,1,0
3052,265.57,0.0,2,0
2759,18375.45,3249.23,2,0
535,707.6799999999998,746.7800000000001,1,0
229,1580.4,28.93,1,0
331,4102.43,2231.4,1,0
720,37160.23,732.9100000000001,0,0
618,87.13,1677.1,1,0
275,10273.179999999998,3392.96,1,0
1100,764.8900000000006,0.0,1,0
747,4543.369999999999,0.0,1,0
692,29489.06,82.43,0,0
1535,902.97,0.0,1,0
444,7730.459999999998,0.0,1,0
895,3920.6100000000006,0.0,1,0
246,4036.04,4.69,1,0
2445,12738.52,4.55,2,0
1031,11554.879999999996,3.0,1,0
986,2029.19,1312.56,1,0
873,1772.989999999999,0.0,1,0
888,12916.57,0.0,1,0
3103,4255.99,0.0,2,0
2186,13371.29,0.0,2,0
1020,4747.03,2834.51,1,0
180,1368.15,0.0,1,0
1814,12314.15,0.0,2,0
382,5285.169999999999,1190.83,1,0
2991,2002.9,0.0,2,0
247,31621.55,15.9,0,0
250,2507.0200000000004,0.0,1,0
528,2771.4000000000005,0.0,1,0
459,1065.86,645.98,1,0
684,1583.1399999999994,7329.49,3,0
1253,11108.95,0.0,1,0
965,35993.350000000006,9199.500000000002,0,0
244,1666.8099999999995,0.0,1,0
1171,4675.02,366.33,1,0
1761,2230.380000000001,0.0,2,0
549,10737.59,0.0,1,0
1997,600.63,0.0,2,0
2855,5826.71,1585.3,2,0
215,14501.560000000003,0.0,1,0
613,11665.670000000006,0.0,1,0
248,1589.4599999999998,1877.37,1,0
1532,1181.71,0.0,1,0
2838,3568.630000000001,0.0,2,0
3109,24047.900000000005,4245.929999999999,0,0
627,13646.61,0.0,1,0
313,3724.67,133.91,1,0
2495,3219.040000000001,0.0,2,0
874,3009.150000000001,0.0,1,0
845,2185.3400000000006,2640.62,1,0
1494,5628.700000000004,0.0,1,0
621,1808.01,0.0,1,0
1762,3332.3699999999994,32.09,2,0
502,7430.039999999998,1.65,1,0
489,11976.330000000002,31.31,1,0
458,5072.860000000002,0.0,1,0
346,8987.869999999999,2.0,1,0
321,0.0,2582.81,1,0
1247,12407.189999999997,0.0,1,0
3164,3827.81,2248.37,2,0
562,9227.99,9527.65,3,0
262,2981.8,0.0,1,0
2999,12985.629999999996,0.0,2,0
555,280.27,1.0,1,0
3479,5591.460000000001,0.0,2,0
240,6819.690000000001,0.0,1,0
275,2943.17,926.75,1,0
3113,8127.800000000001,0.0,2,0
939,7255.119999999996,1593.31,1,0
228,7920.66,0.0,1,0
274,724.3799999999999,0.0,1,0
3107,2427.63,0.0,2,0
1211,2280.91,0.0,1,0
1273,7035.9699999999975,0.0,1,0
1140,6591.96,0.0,1,0
1554,7163.929999999997,0.0,1,0
340,5285.080000000002,0.0,1,0
307,1757.7099999999996,9888.18,3,0
601,2146.7899999999995,11.32,1,0
2953,3804.74,0.0,2,0
677,1910.52,511.89,1,0
2534,7146.949999999996,5497.289999999999,2,0
3196,1630.3299999999992,0.0,2,0
3570,12580.550000000005,546.93,2,0
471,51.63,1812.94,1,0
921,34354.1,2.0,0,0
2572,430.24,0.0,2,0
565,2801.809999999999,0.0,1,0
1116,3980.67,1694.85,1,0
2813,4989.660000000001,6163.56,2,0
2515,9008.13,0.0,2,0
2554,6985.499999999999,0.0,2,0
800,5911.049999999999,0.0,1,0
494,1859.54,6524.59,3,0
486,1483.11,9.82,1,0
1150,4439.760000000001,0.0,1,0
911,161.64,0.0,1,0
334,2491.35,0.0,1,0
335,3765.34,0.0,1,0
2639,21144.880000000005,0.0,0,0
2246,10947.3,0.0,2,0
3079,10047.629999999996,3631.3600000000006,2,0
314,6053.69,1765.75,1,0
2033,6215.77,0.0,2,0
1170,7673.1399999999985,0.0,1,0
3109,20229.33,1622.1699999999998,2,0
299,4266.34,507.63,1,0
1313,3955.480000000001,0.0,1,0
1016,7960.6799999999985,126.44,1,0
675,2497.5800000000004,72.02000000000001,1,0
2405,3078.54,0.0,2,0
378,12279.97,184.01,1,0
3141,6076.119999999999,0.0,2,0
1748,6632.56,0.0,2,0
1008,2121.8500000000004,1.33,1,0
292,13211.39,120.75,1,0
272,10032.509999999998,0.0,1,0
1613,3924.0500000000006,3511.7900000000004,1,0
2626,23564.640000000003,0.0,0,0
581,15956.189999999997,273.72,0,0
2372,13507.689999999988,14.56,2,0
1056,4646.600000000002,0.0,1,0
980,24174.029999999995,5.0,0,0
482,8575.949999999999,0.0,1,0
3105,3425.84,0.0,2,0
457,3029.9600000000005,0.0,1,0
235,11508.230000000003,0.0,1,0
950,25188.120000000006,0.0,0,0
199,4587.26,0.0,1,0
226,458.6,0.0,1,0
3651,7587.660000000002,170.26000000000002,2,0
578,2904.94,0.0,1,0
245,4068.490000000001,1504.08,1,0
1967,1329.2200000000005,1539.66,2,0
391,2023.52,47.52,1,0
475,6735.759999999999,5515.97,1,0
918,0.0,0.0,1,1
718,12218.0,515.03,1,0
2872,2790.49,67.39999999999999,2,0
361,5203.1500000000015,1228.38,1,0
2933,10634.680000000004,0.0,2,0
1932,1130.68,0.0,2,0
861,1788.4199999999996,770.16,1,0
2534,3825.510000000002,2707.5,2,0
1057,6734.719999999997,0.0,1,0
2473,16901.410000000003,0.0,2,0
865,25471.45,0.0,0,0
763,8139.379999999999,1.02,1,0
2600,1361.32,0.0,2,0
1123,3846.7800000000007,4266.93,1,0
1917,984.4299999999998,188.27,2,0
373,952.61,7081.6,3,0
336,3706.73,0.0,1,0
1017,2816.25,1099.03,1,0
353,29721.81000000001,0.0,0,0
1238,9047.28,14.79,1,0
833,3909.5700000000006,0.0,1,0
494,3023.870000000001,0.0,1,0
199,5355.160000000001,1.03,1,0
300,35656.770000000004,5652.98,0,0
485,1329.86,10423.62,3,0
3587,1731.7599999999998,40.07,2,0
315,396.99,1357.3199999999997,1,0
266,1827.34,0.37,1,0
343,2914.0000000000005,0.0,1,0
406,710.9499999999999,0.0,1,0
492,6356.91,1616.84,1,0
663,2867.16,0.0,1,0
3164,4864.450000000003,136.3,2,0
190,18046.2,1666.67,0,0
688,2017.4,6700.33,3,0
561,11009.179999999997,4054.63,1,0
383,1144.91,0.0,1,0
290,12511.300000000005,0.0,1,0
489,7850.519999999999,0.0,1,0
566,7554.339999999999,2364.78,1,0
475,13557.750000000002,0.0,1,0
2149,3698.900000000001,0.0,2,0
235,4984.199999999998,0.0,1,0
822,3362.6800000000003,47.4,1,0
389,9045.22,0.0,1,0
511,10615.38,549.5699999999999,1,0
1362,11152.790000000005,7873.93,3,0
195,5060.109999999997,1333.09,1,0
828,1719.0700000000002,0.0,1,0
254,739.0899999999999,0.0,1,0
2853,904.58,339.35,2,0
739,3396.2000000000003,3905.51,1,0
495,14798.240000000002,0.0,1,0
1988,259.39,751.7,2,0
734,5559.049999999999,2577.73,1,0
1155,466.08999999999975,4559.969999999999,1,0
737,1338.1499999999996,952.4,1,0
702,1325.0099999999998,0.0,1,0
606,29389.050000000007,0.0,0,0
2938,4545.57,1738.89,2,0
868,0.0,0.0,1,1
3166,11872.39,1222.87,2,0
1488,16663.589999999997,3959.9,0,0
1293,4648.3,0.0,1,0
424,3865.66,0.0,1,0
508,7422.480000000001,0.0,1,0
289,1740.2099999999996,0.0,1,0
898,1179.9400000000007,0.0,1,0
746,18334.840000000007,1.13,0,0
2761,11855.239999999998,1.12,2,0
2519,2162.22,0.0,2,0
391,552.3999999999999,739.91,1,0
257,8984.549999999996,0.0,1,0
645,16734.939999999995,1210.46,0,0
1062,987.18,6497.17,3,0
304,1488.84,340.96000000000004,1,0
311,2377.53,0.0,1,0
887,40.23,13102.87,3,0
2986,24391.02,0.0,0,0
1117,19642.410000000007,0.0,0,0
3245,1611.1700000000003,556.39,2,0
1032,2686.789999999999,483.04,1,0
195,8690.77,0.0,1,0
2010,17896.170000000002,0.0,0,0
527,11919.969999999992,12384.1,3,0
790,4863.590000000001,8382.39,3,0
3105,7057.48,0.0,2,0
956,2357.89,0.0,1,0
180,1373.15,9.99,1,0
753,4154.03,54.87,1,0
1573,1497.1099999999997,0.0,1,0
209,1056.51,2712.3900000000003,1,0
2636,1178.7199999999991,0.0,2,0
901,7542.469999999999,2860.49,1,0
836,1119.1699999999998,0.0,1,0
730,8020.980000000001,0.0,1,0
346,6363.19,1348.28,1,0
1495,11319.899999999994,1506.7200000000005,1,0
496,778.23,115.89,1,0
200,13040.120000000004,0.0,1,0
746,607.6899999999998,3.23,1,0
1725,23718.14,591.58,0,0
1247,4875.37,0.0,1,0
374,14843.329999999993,434.82,1,0
1202,3917.94,106.11,1,0
257,1275.02,713.6,1,0
758,4615.620000000001,0.0,1,0
977,3177.920000000001,1.0,1,0
612,14745.94,0.0,1,0
228,1737.08,1428.41,1,0
1055,11318.429999999998,2669.15,1,0
622,2029.760000000001,1701.69,1,0
733,2343.69,1281.63,1,0
593,4923.749999999998,0.0,1,0
194,4124.650000000001,0.0,1,0
1322,13876.249999999996,13.44,1,0
1877,6501.46,0.0,2,0
180,2080.53,0.0,1,0
364,5408.449999999997,1.0,1,0
2152,8016.550000000001,0.0,2,0
556,4523.819999999998,0.0,1,0
460,7066.079999999998,1081.1,1,0
1209,7979.48,271.89,1,0
189,4910.56,0.0,1,0
243,0.0,5926.15,1,0
1833,8803.629999999997,4074.0100000000007,2,0
954,6075.150000000001,0.0,1,0
246,2808.6400000000003,0.0,1,0
2846,14035.350000000002,692.4,2,0
638,4959.69,231.57,1,0
2696,12997.45,452.99,2,0
255,4653.26,0.0,1,0
483,5025.370000000001,0.0,1,0
349,8118.140000000001,0.0,1,0
573,9044.799999999996,536.82,1,0
1037,10625.820000000002,1.0,1,0
719,9958.499999999996,0.0,1,0
216,24384.300000000007,1.0,0,0
2004,2246.36,0.0,2,0
1299,3897.5100000000007,862.49,1,0
2551,3390.7000000000003,0.0,2,0
1980,5937.089999999998,0.0,2,0
868,2962.46,0.0,1,0
496,9395.12,0.0,1,0
1368,8549.87,0.0,1,0
369,24.71,1784.61,1,0
244,5455.810000000002,0.0,1,0
676,819.94,3476.11,1,0
2295,0.0,65.58,2,0
812,1209.82,0.0,1,0
281,7839.019999999998,0.0,1,0
1896,1193.0000000000002,0.0,2,0
4192,2719.370000000001,219.99,2,0
1221,10811.459999999995,187.56,1,0
389,2305.78,0.0,1,0
339,2640.54,2.17,1,0
368,2525.45,1804.59,1,0
443,9322.32,0.0,1,0
2998,3020.89,5584.67,2,0
380,7060.899999999997,0.0,1,0
721,10921.089999999997,1043.5,1,0
354,6957.2,0.0,1,0
2835,4257.88,0.0,2,0
1826,8529.830000000004,0.0,2,0
2514,3269.249999999998,0.0,2,0
538,6474.399999999997,0.0,1,0
2456,3060.5500000000006,0.0,2,0
299,73.65,3180.3,1,0
700,1651.4699999999991,0.0,1,0
420,3913.85,0.0,1,0
3651,11309.0,0.0,2,0
2314,1890.35,0.0,2,0
3225,5666.86,1464.16,2,0
805,1716.7199999999996,369.06,1,0
321,1901.03,429.94,1,0
951,10402.2,0.0,1,0
1461,9758.05,0.0,1,0
262,1733.6799999999996,0.0,1,0
1515,19408.3,5.0,0,0
1195,6653.389999999999,0.0,1,0
870,608.18,0.0,1,0
759,7060.46,781.3299999999999,1,0
786,18065.35000000001,297.76,0,0
503,722.5000000000002,0.0,1,0
475,10128.63,0.0,1,0
2736,5241.28,0.0,2,0
1553,1888.8799999999992,0.0,1,0
218,6115.179999999995,1.0,1,0
370,4036.499999999999,0.0,1,0
705,3445.0,0.0,1,0
310,2535.6,0.0,1,0
346,4406.160000000001,3.0,1,0
377,23030.93,0.0,0,0
1096,8103.179999999999,0.0,1,0
486,2805.87,0.0,1,0
449,2665.350000000001,2222.89,1,0
786,2521.0200000000004,0.0,1,0
649,1345.4000000000003,0.0,1,0
181,9291.78,7478.53,3,0
1379,5402.83,3683.52,1,0
475,8210.26,0.0,1,0
1827,17154.28999999999,0.0,0,0
1585,6373.599999999998,0.0,1,0
1994,2580.0200000000013,0.0,2,0
440,0.0,0.0,1,1
2761,692.3200000000002,0.0,2,0
1222,3581.32,0.0,1,0
280,7398.279999999999,5.01,1,0
190,2051.99,0.0,1,0
816,145.88,15127.18,3,0
371,0.0,1660.96,1,0
703,11142.27,0.0,1,0
671,11933.68,380.52,1,0
1053,7414.11,0.0,1,0
1948,5351.72,782.29,2,0
976,12241.329999999998,0.0,1,0
576,9261.739999999996,0.0,1,0
2499,4013.560000000001,0.0,2,0
2791,1816.28,1048.85,2,0
1485,2133.9700000000003,0.0,1,0
902,5230.789999999999,944.1,1,0
311,6187.27,0.0,1,0
511,10779.020000000002,0.0,1,0
598,3814.9500000000016,0.0,1,0
431,5860.78,3104.43,1,0
1384,6821.51,0.0,1,0
766,7122.1500000000015,24388.27,3,0
2540,2753.420000000001,0.0,2,0
254,4559.660000000001,0.0,1,0
715,185.62,3802.91,1,0
537,3460.22,0.0,1,0
998,2240.0400000000004,0.0,1,0
1115,2292.040000000001,0.0,1,0
379,2930.079999999999,0.0,1,0
266,17005.240000000005,0.0,0,0
3379,9755.679999999997,6.0,2,0
731,12703.14,0.0,1,0
1533,4903.400000000001,129.79,1,0
3651,2931.88,0.0,2,0
463,8482.51,0.0,1,0
1027,4960.300000000001,0.0,1,0
236,907.38,1874.04,1,0
2246,8072.51,4444.54,2,0
2901,912.17,0.0,2,0
183,10072.410000000002,0.0,1,0
333,7884.509999999998,0.0,1,0
1484,13602.91,6124.409999999999,3,0
733,9046.31,0.0,1,0
194,3907.45,0.0,1,0
1374,13433.500000000002,0.0,1,0
1601,5789.22,0.0,1,0
200,13671.250000000002,0.0,1,0
624,469.93000000000006,1.0,1,0
927,3423.2199999999984,1652.0300000000002,1,0
536,7412.919999999998,0.0,1,0
2762,9498.5,0.0,2,0
829,8558.63,0.0,1,0
700,379.1,9724.13,3,0
1588,2270.53,0.0,1,0
667,36388.37,0.0,0,0
1277,30636.31,0.0,0,0
2518,5609.18,0.0,2,0
758,12881.24,9.0,1,0
1555,1772.2599999999993,0.0,1,0
2830,15041.329999999994,3857.5900000000006,2,0
280,9749.170000000006,3168.8,1,0
2408,1364.53,0.0,2,0
2526,10106.87,0.0,2,0
236,3622.26,0.0,1,0
1735,2463.25,0.0,2,0
2372,6952.72,0.0,2,0
3087,8454.440000000002,0.0,2,0
1563,4574.870000000001,13402.2,3,0
297,1328.4999999999995,11785.420000000002,3,0
3052,10899.72,2442.7699999999995,2,0
635,4399.880000000002,49.18,1,0
3089,3700.790000000001,0.0,2,0
872,12845.810000000003,1549.58,1,0
2276,21785.64000000001,0.0,0,0
2089,4082.29,0.0,2,0
756,6585.799999999999,0.0,1,0
761,26140.660000000007,0.0,0,0
346,704.2299999999999,0.0,1,0
1630,5997.119999999997,390.52,1,0
262,7332.339999999998,0.0,1,0
387,1685.4600000000005,0.0,1,0
826,1123.74,2485.2499999999995,1,0
2237,4700.719999999999,5063.009999999999,2,0
388,122.39,10020.54,3,0
374,7733.880000000001,44953.3,3,0
966,5627.889999999998,0.0,1,0
964,1623.1600000000003,1059.42,1,0
475,606.01,0.0,1,0
1195,3138.7000000000007,0.0,1,0
360,799.9899999999999,0.0,1,0
1375,109.39,0.0,1,0
930,10222.410000000002,0.0,1,0
276,11500.689999999997,668.67,1,0
767,12249.36,2.0,1,0
2659,8219.489999999998,1958.02,2,0
3140,1000.5199999999998,1049.51,2,0
1002,9523.44,1143.25,1,0
362,1932.1900000000005,0.0,1,0
2097,11287.21,4.0,2,0
2477,10889.31,0.0,2,0
489,7615.060000000001,957.5,1,0
893,20150.640000000003,0.0,0,0
1332,2593.5800000000004,0.0,1,0
1071,16126.72,479.28,0,0
1196,931.97,1.29,1,0
1417,1661.7100000000005,222.14,1,0
455,394.21,2842.87,1,0
194,1034.36,1799.14,1,0
1158,0.0,0.0,1,1
2662,5173.340000000001,448.84,2,0
287,7109.259999999999,0.83,1,0
3651,4552.1,4599.06,2,0
2599,4966.25,0.0,2,0
1128,1114.6,662.13,1,0
1789,3925.77,0.0,2,0
691,1.44,8.71,1,0
539,1335.8300000000004,67.15,1,0
475,17151.89,11385.81,3,0
2973,16960.17,0.0,2,0
547,3659.27,0.0,1,0
621,11111.130000000005,2674.8,1,0
1777,4569.070000000001,49.53,2,0
492,9846.03,0.0,1,0
257,1064.84,626.21,1,0
2112,4581.859999999996,0.0,2,0
1355,7402.040000000001,0.0,1,0
439,1562.0200000000002,0.0,1,0
705,3426.6900000000005,0.0,1,0
473,13488.100000000002,8.83,1,0
641,1922.0900000000008,0.0,1,0
260,11399.409999999996,27.77,1,0
932,4434.690000000001,0.0,1,0
207,1083.04,0.27,1,0
884,1157.3899999999994,405.1,1,0
1574,4334.650000000001,0.0,1,0
494,4729.390000000001,0.0,1,0
3651,3379.7200000000003,0.0,2,0
1580,4629.579999999999,0.0,1,0
2996,4418.140000000001,25.07,2,0
2204,3387.2900000000004,35.26,2,0
2567,4764.879999999999,5591.330000000001,2,0
3066,236.40000000000003,964.43,2,0
705,6905.21,0.0,1,0
335,1555.88,2361.98,1,0
483,11453.930000000004,0.0,1,0
2008,3011.669999999999,1.0,2,0
221,841.9,2973.11,1,0
2777,2963.0200000000004,0.0,2,0
954,8341.259999999997,49.34,1,0
194,3212.98,0.0,1,0
854,980.9099999999996,0.0,1,0
332,3037.94,10163.4,3,0
479,19146.960000000003,78.53,0,0
1162,3252.600000000001,0.0,1,0
2597,8887.67,0.0,2,0
1822,8654.53,4274.720000000001,2,0
1225,6149.100000000002,2694.83,1,0
1137,12158.589999999993,0.0,1,0
1242,27188.0,2134.69,0,0
917,2396.5999999999995,0.0,1,0
658,5265.190000000001,0.0,1,0
2392,8223.669999999998,0.0,2,0
1053,15.03,14119.18,3,0
196,12392.820000000003,0.0,1,0
1962,4490.140000000001,824.25,2,0
475,7136.7300000000005,3.0,1,0
1368,6044.26,9269.38,3,0
679,10732.7,76.77,1,0
695,17668.340000000007,0.0,0,0
1415,4037.04,0.0,1,0
1330,548.21,0.0,1,0
580,6430.070000000001,0.0,1,0
2180,8222.220000000001,0.0,2,0
2898,13216.95,0.0,2,0
520,1747.5900000000004,0.0,1,0
2426,6510.380000000001,0.0,2,0
492,5894.969999999999,0.0,1,0
627,10042.860000000004,0.0,1,0
537,20343.32,0.0,0,0
729,12231.419999999996,1.0,1,0
1341,2276.3500000000004,0.0,1,0
1426,7816.63,0.0,1,0
896,2664.109999999999,1334.44,1,0
3367,2303.67,0.0,2,0
2202,21338.020000000008,0.0,0,0
311,12426.340000000002,0.0,1,0
354,2569.3100000000018,1267.3000000000002,1,0
2471,6252.089999999999,0.0,2,0
478,54.03,1057.24,1,0
3250,6376.009999999998,0.0,2,0
414,5570.309999999996,0.0,1,0
325,21784.26,68.16,0,0
1895,4365.459999999999,3105.3900000000003,2,0
223,19182.020000000004,0.0,0,0
1930,12208.250000000002,0.0,2,0
2591,4689.529999999999,1.0,2,0
732,3156.550000000001,0.0,1,0
2937,713.5699999999999,0.0,2,0
213,2301.48,2334.46,1,0
2484,8096.459999999998,0.0,2,0
888,3198.48,3573.03,1,0
989,20874.150000000005,9269.509999999998,3,0
2720,8502.069999999998,0.0,2,0
3072,3710.92,0.0,2,0
544,14093.889999999994,0.0,1,0
1110,16026.48,0.0,0,0
1404,1900.8000000000009,0.0,1,0
2818,1237.6299999999994,0.0,2,0
1109,3352.82,0.0,1,0
741,4457.029999999999,848.56,1,0
414,20.31,18924.91,3,0
875,16871.469999999994,0.0,0,0
1092,9531.420000000002,0.0,1,0
1155,2623.309999999998,0.0,1,0
2720,9503.21,1232.0599999999995,2,0
2799,2917.2499999999995,125.87,2,0
1015,7486.190000000001,719.36,1,0
585,3502.2,0.0,1,0
2407,13230.07,0.0,2,0
1784,3206.5900000000006,0.0,2,0
417,3323.73,0.0,1,0
868,5397.860000000001,0.0,1,0
294,3190.48,1112.02,1,0
365,9772.3,248.23,1,0
863,14297.660000000003,0.0,1,0
951,4092.579999999999,0.0,1,0
231,7252.239999999996,217.95,1,0
877,7332.43,0.0,1,0
235,0.0,0.0,1,1
1210,7713.11,0.0,1,0
434,2983.3500000000004,133.38,1,0
2908,1534.5700000000002,0.0,2,0
193,676.1800000000001,532.52,1,0
2759,2775.9000000000005,0.0,2,0
492,3270.76,0.0,1,0
1004,1359.8,0.0,1,0
458,546.1800000000001,749.71,1,0
862,67.14999999999999,431.33,1,0
404,2729.77,0.0,1,0
2042,4465.200000000001,2.4,2,0
955,5094.259999999998,5246.59,1,0
2838,3902.63,0.0,2,0
340,836.9799999999999,0.0,1,0
542,4411.000000000002,0.0,1,0
202,2299.4400000000005,0.0,1,0
676,1429.3900000000006,0.0,1,0
2800,4112.900000000001,617.16,2,0
643,2166.1000000000004,10628.17,3,0
2288,12216.330000000002,97.83,2,0
470,1337.96,1047.9,1,0
713,5855.860000000001,0.0,1,0
3093,16437.42,0.0,2,0
2935,6252.949999999997,32.1,2,0
733,21553.04,1.56,0,0
732,2935.39,2064.38,1,0
2278,4440.680000000001,0.0,2,0
1034,8510.34,3572.26,1,0
1427,15472.640000000005,0.0,0,0
612,4112.93,0.0,1,0
505,6282.09,8997.840000000002,3,0
289,11579.550000000008,0.0,1,0
331,2102.3300000000004,3311.08,1,0
474,9014.000000000002,0.0,1,0
1019,5273.33,0.0,1,0
912,1912.17,0.0,1,0
598,4679.340000000002,41.08,1,0
403,8545.35,77.4,1,0
278,0.0,0.0,1,1
1165,7331.36,0.0,1,0
599,4488.530000000001,0.0,1,0
339,2040.75,3298.93,1,0
918,22221.44000000001,45.540000000000006,0,0
1177,16970.980000000003,4899.360000000001,0,0
449,1198.4000000000003,0.0,1,0
2435,5217.139999999999,0.0,2,0
382,10413.250000000007,2448.32,1,0
228,3600.9,406.3,1,0
1836,10041.310000000003,1319.6,2,0
565,5420.269999999999,0.0,1,0
262,1493.3599999999997,0.0,1,0
3036,3126.09,0.0,2,0
489,2698.49,488.6,1,0
348,625.5999999999998,0.0,1,0
262,3808.0800000000017,0.0,1,0
208,792.8299999999998,522.45,1,0
604,13840.34,998.58,1,0
663,4759.969999999999,0.0,1,0
291,234.97,13052.58,3,0
2892,3817.229999999999,0.0,2,0
1643,21199.99,619.19,0,0
276,5970.789999999999,0.0,1,0
205,9659.969999999996,0.0,1,0
803,18996.510000000013,1892.33,0,0
1657,36886.86000000001,6296.84,0,0
2022,1361.04,213.92,2,0
206,668.4199999999998,0.0,1,0
419,7856.53,1487.29,1,0
1851,16414.39,0.0,0,0
1980,3480.86,0.82,2,0
3164,18576.28,1.0,2,0
1380,20688.15000000001,0.0,0,0
558,6976.519999999999,0.0,1,0
734,5878.65,0.0,1,0
1223,3722.890000000001,0.0,1,0
1414,7258.78,74.25999999999999,1,0
2641,4389.010000000002,0.0,2,0
308,5702.7300000000005,0.0,1,0
1062,5640.12,0.0,1,0
1180,4690.369999999999,1.0,1,0
1295,9563.63,0.0,1,0
992,6711.079999999998,0.0,1,0
1206,12740.770000000004,0.0,1,0
2603,19376.64,294.11,2,0
335,11030.09,0.0,1,0
188,9330.950000000004,1229.58,1,0
800,1452.2500000000002,935.97,1,0
2830,6333.820000000001,0.0,2,0
3164,12018.95,328.12,2,0
1497,0.0,0.0,1,1
772,367.71,838.9099999999999,1,0
782,2824.74,0.0,1,0
2115,13614.969999999996,0.0,2,0
2237,311.61,0.0,2,0
1032,16896.219999999998,0.0,0,0
2891,3390.65,0.0,2,0
466,1477.0700000000002,0.0,1,0
3396,3785.880000000001,0.0,2,0
200,30951.130000000005,25.23,0,0
1166,5045.339999999998,0.0,1,0
843,3760.310000000001,2228.49,1,0
1515,4109.210000000001,0.0,1,0
1281,261.24000000000007,2786.81,1,0
479,1055.0100000000002,0.0,1,0
250,28373.740000000005,2595.75,0,0
950,6615.340000000001,0.0,1,0
396,9203.789999999995,1287.2700000000002,1,0
2968,5964.129999999999,0.0,2,0
1056,2031.96,0.0,1,0
685,531.36,5102.55,1,0
967,8241.870000000004,336.53,1,0
492,9851.120000000004,4.0,1,0
432,0.0,78.21,1,0
2279,9839.370000000004,0.0,2,0
2814,1756.0000000000005,0.0,2,0
2286,4054.5100000000016,0.0,2,0
380,768.7999999999997,0.0,1,0
843,9535.4,158.94,1,0
665,2449.63,0.0,1,0
787,6804.759999999999,0.0,1,0
855,1666.4499999999998,0.0,1,0
371,13221.129999999996,1.0,1,0
2784,3896.89,0.0,2,0
3248,1782.7200000000005,0.0,2,0
1657,1317.8,0.0,1,0
1400,15885.970000000005,0.0,0,0
1906,2860.64,0.12,2,0
2651,3370.670000000001,0.0,2,0
731,15621.630000000005,2.0,0,0
462,3098.23,0.0,1,0
2470,14492.009999999998,1644.26,2,0
902,1927.05,0.0,1,0
543,808.52,1720.84,1,0
748,9223.129999999996,54.66,1,0
640,2249.05,0.0,1,0
2406,3806.1,0.0,2,0
1055,5161.869999999998,0.0,1,0
1375,933.0099999999998,0.0,1,0
326,13509.45,0.0,1,0
1468,8123.040000000001,1.0,1,0
279,2879.2600000000007,1296.55,1,0
3107,8674.39,0.0,2,0
3154,16325.460000000005,24.86,2,0
1223,401.3999999999999,0.0,1,0
372,6042.77,0.0,1,0
2372,2724.2500000000005,0.0,2,0
3651,3798.4900000000007,1511.08,2,0
215,10778.940000000002,0.0,1,0
3651,13582.97,0.0,2,0
642,13629.799999999996,13.0,1,0
1293,2206.9700000000003,0.0,1,0
3203,2838.3899999999994,0.0,2,0
227,3396.8099999999995,102.13,1,0
203,1032.74,5564.88,1,0
1329,3517.64,0.0,1,0
480,17034.660000000003,0.0,0,0
2608,2219.51,2068.7,2,0
724,5537.770000000001,0.0,1,0
1561,8613.589999999998,3512.96,1,0
1010,1138.54,0.0,1,0
2098,4388.340000000001,0.0,2,0
1054,6299.090000000002,3534.84,1,0
2281,7645.169999999998,0.0,2,0
513,3083.75,3558.63,1,0
1452,8135.459999999998,1.0,1,0
198,73.63999999999999,456.14,1,0
497,905.97,386.36,1,0
725,18433.180000000008,0.0,0,0
272,2855.42,5283.030000000001,1,0
1060,4119.889999999999,0.0,1,0
1641,9358.84,0.0,2,0
497,18903.66,0.0,0,0
1472,7653.4500000000035,0.0,1,0
781,3929.01,6.22,1,0
264,3444.9800000000014,0.0,1,0
840,31348.68,1.0,0,0
2266,2491.080000000001,0.0,2,0
1057,5434.069999999998,0.0,1,0
1135,7841.999999999999,0.0,1,0
874,2501.12,0.0,1,0
1141,12286.449999999992,4.0,1,0
352,600.69,5473.7300000000005,1,0
1557,2714.959999999999,1016.14,1,0
3605,11212.169999999998,0.0,2,0
326,4189.61,637.4,1,0
327,7221.719999999999,0.0,1,0
537,4100.69,1972.77,1,0
3337,20693.110000000008,0.0,2,0
1687,0.0,0.0,1,1
334,1343.770000000001,370.13,1,0
342,0.0,1778.65,1,0
2833,17951.57,2407.52,2,0
1194,13278.809999999994,4955.33,1,0
1244,2463.01,0.0,1,0
551,4826.39,0.0,1,0
315,1309.91,0.0,1,0
207,8722.07,2934.83,1,0
485,7063.169999999997,0.0,1,0
1983,9910.579999999998,2.0,2,0
1054,7654.040000000001,0.0,1,0
463,3683.82,0.0,1,0
1216,6303.119999999998,0.0,1,0
406,3038.9300000000007,0.0,1,0
2779,2062.3700000000003,5519.46,2,0
455,57322.88000000004,0.0,0,0
2663,17616.84,0.0,2,0
1273,17176.47,2954.11,0,0
418,11228.52,0.0,1,0
